open,high,low,close,volume,trend_code,year,month,day,hour,dayofweek,Actual_Label,Predicted_Label
3681.8,3711.25,3582.85,3620.7,0,0,2009,5,8,0,4,Downtrend,Downtrend
1125.55,1127.05,1097.59,1100.3,0,0,2002,4,19,0,4,Downtrend,Downtrend
5265.3,5298.85,5197.6,5228.2,0,2,2008,5,2,0,4,Uptrend,Uptrend
24985.3,25028.65,24920.05,24964.25,0,0,2024,10,11,0,4,Downtrend,Downtrend
4970.75,5031.2,4967.05,5019.85,0,1,2010,6,2,0,2,Sideways,Sideways
24825.1,24892.6,24677.3,24833.6,0,2,2025,5,29,0,3,Uptrend,Uptrend
979.4,983.55,978.2,979.85,0,2,2002,8,19,0,0,Uptrend,Uptrend
1100.5,1107.2,1088.05,1104.15,0,1,2002,4,22,0,0,Sideways,Sideways
4314.35,4342.0,4285.55,4332.95,0,2,2008,7,31,0,3,Uptrend,Uptrend
7606.55,7652.9,7582.25,7597.0,0,0,2016,3,29,0,1,Downtrend,Downtrend
1072.15,1088.5,1068.34,1083.65,0,2,2001,7,11,0,2,Uptrend,Uptrend
1843.95,1843.95,1798.45,1805.4,0,0,2004,3,11,0,3,Downtrend,Downtrend
1992.1,2019.35,1991.7,2013.9,0,2,2005,5,23,0,0,Uptrend,Uptrend
9859.5,9909.45,9850.79,9884.4,0,2,2017,8,30,0,2,Uptrend,Uptrend
6172.75,6181.05,6124.4,6146.35,0,0,2011,1,4,0,1,Downtrend,Downtrend
6228.9,6288.95,6180.8,6187.25,0,0,2013,11,7,0,3,Downtrend,Downtrend
22521.85,22676.75,22429.05,22460.3,0,0,2025,3,10,0,0,Downtrend,Downtrend
19576.85,19620.45,19524.8,19597.3,0,2,2023,8,7,0,0,Uptrend,Uptrend
1581.6,1609.55,1580.95,1598.1,0,2,2004,7,22,0,3,Uptrend,Uptrend
11661.25,11663.85,11536.7,11633.3,0,0,2020,2,27,0,3,Downtrend,Downtrend
21287.45,21492.3,21235.3,21456.65,0,2,2023,12,15,0,4,Uptrend,Uptrend
6758.35,6789.35,6743.15,6776.3,0,0,2014,4,11,0,4,Downtrend,Downtrend
4899.14,4915.89,4837.95,4905.8,0,0,2011,11,18,0,4,Downtrend,Downtrend
4796.39,4908.5,4788.95,4891.45,0,1,2012,5,18,0,4,Sideways,Sideways
5916.05,5919.95,5888.1,5908.9,0,1,2012,12,10,0,0,Sideways,Sideways
2103.1,2115.1,2073.8,2084.4,0,1,2005,3,1,0,1,Sideways,Sideways
5872.8,5917.65,5864.1,5882.25,0,2,2013,9,26,0,3,Uptrend,Uptrend
8378.9,8415.04,8370.5,8383.29,0,2,2014,11,12,0,2,Uptrend,Uptrend
1055.34,1061.05,1042.2,1044.2,0,0,2002,6,26,0,2,Downtrend,Downtrend
10578.1,10636.8,10569.0,10614.35,0,1,2018,4,24,0,1,Sideways,Sideways
10942.65,11035.1,10827.4,10989.45,0,0,2020,3,6,0,4,Downtrend,Downtrend
4395.8,4515.14,4376.0,4502.85,0,2,2008,8,5,0,1,Uptrend,Uptrend
1685.15,1710.45,1669.7,1696.4,0,0,2004,3,23,0,1,Downtrend,Downtrend
24945.5,25037.3,24940.15,25005.5,0,2,2025,9,11,0,3,Uptrend,Uptrend
8440.1,8497.75,8424.15,8484.9,0,2,2015,7,3,0,4,Uptrend,Uptrend
17315.25,17484.59,17308.95,17469.75,0,2,2021,12,8,0,2,Uptrend,Uptrend
3759.15,3805.85,3750.35,3798.1,0,2,2007,3,29,0,3,Uptrend,Uptrend
5308.2,5308.25,5202.45,5215.45,0,0,2010,4,28,0,2,Downtrend,Downtrend
3577.15,3679.15,3576.65,3655.65,0,1,2007,3,6,0,1,Sideways,Sideways
1750.0,1754.95,1708.3,1716.65,0,0,2004,3,18,0,3,Downtrend,Downtrend
8745.85,8774.15,8727.0,8761.4,0,2,2015,1,22,0,3,Uptrend,Uptrend
4444.7,4444.7,4328.89,4352.3,0,0,2008,9,5,0,4,Downtrend,Downtrend
3888.2,3934.0,3828.15,3928.75,0,2,2006,12,18,0,0,Uptrend,Uptrend
977.65,992.25,977.55,990.8,0,2,2003,5,28,0,2,Uptrend,Uptrend
2129.35,2158.9,2121.1,2125.55,0,0,2005,3,16,0,2,Downtrend,Downtrend
10550.15,10604.9,10525.3,10584.75,0,2,2018,10,16,0,1,Uptrend,Uptrend
4739.3,4739.3,4634.0,4715.89,0,0,2008,6,3,0,1,Downtrend,Downtrend
11852.05,11938.6,11805.2,11914.2,0,2,2020,10,9,0,4,Uptrend,Uptrend
11271.3,11346.8,10866.45,11143.1,0,0,2018,9,21,0,4,Downtrend,Downtrend
955.35,957.9,945.8,948.2,0,0,2002,10,3,0,3,Downtrend,Downtrend
15909.15,16025.75,15785.45,15810.85,0,1,2022,7,5,0,1,Sideways,Sideways
11257.7,11362.9,11189.4,11305.05,0,2,2019,10,11,0,4,Uptrend,Uptrend
14977.95,15092.35,14862.1,14938.1,0,0,2021,3,5,0,4,Downtrend,Downtrend
4230.6,4368.8,4230.6,4360.0,0,2,2008,8,29,0,4,Uptrend,Uptrend
5524.3,5638.6,5514.75,5608.6,0,2,2007,11,23,0,4,Uptrend,Uptrend
8067.5,8476.2,8002.25,8432.0,0,0,2016,11,9,0,2,Downtrend,Downtrend
7902.3,7912.3,7853.3,7864.15,0,0,2015,12,3,0,3,Downtrend,Downtrend
7724.15,7749.0,7697.25,7706.55,0,0,2016,5,4,0,2,Downtrend,Downtrend
1983.2,2000.3,1933.25,1944.45,0,0,2004,1,15,0,3,Downtrend,Downtrend
5227.25,5254.5,5182.6,5192.25,0,0,2008,5,5,0,0,Downtrend,Downtrend
1129.8,1142.3,1129.59,1135.09,0,2,2002,2,13,0,2,Uptrend,Uptrend
7942.25,7967.8,7939.2,7954.35,0,2,2014,8,28,0,3,Uptrend,Uptrend
5109.8,5113.7,4993.35,5040.0,0,2,2011,9,2,0,4,Uptrend,Uptrend
2500.4,2514.75,2476.0,2492.4,0,0,2005,9,14,0,2,Downtrend,Downtrend
16594.4,16649.2,16438.85,16522.75,0,0,2022,6,1,0,2,Downtrend,Downtrend
5920.05,5924.15,5879.1,5897.85,0,0,2013,2,11,0,0,Downtrend,Downtrend
1324.85,1373.9,1322.65,1372.05,0,2,2003,9,24,0,2,Uptrend,Uptrend
8535.75,8535.85,8481.45,8497.05,0,2,2016,11,7,0,0,Uptrend,Uptrend
8962.85,9008.4,8925.54,8996.2,0,2,2015,3,3,0,1,Uptrend,Uptrend
4187.2,4187.2,4044.35,4058.3,0,0,2007,2,12,0,0,Downtrend,Downtrend
7733.15,7764.45,7704.4,7758.8,0,2,2016,4,4,0,0,Uptrend,Uptrend
9520.2,9522.5,9474.35,9491.25,0,1,2017,6,28,0,2,Sideways,Sideways
24204.8,24354.55,24145.65,24274.9,0,2,2024,11,27,0,2,Uptrend,Uptrend
3861.55,3920.05,3790.2,3816.7,0,0,2008,7,16,0,2,Downtrend,Downtrend
5030.3,5112.14,5017.25,5056.6,0,1,2011,8,17,0,2,Sideways,Sideways
5372.75,5422.2,5356.35,5412.35,0,2,2011,5,26,0,3,Uptrend,Uptrend
7725.25,7776.6,7715.75,7750.9,0,2,2015,12,16,0,2,Uptrend,Uptrend
5725.3,5726.1,5594.95,5604.3,0,0,2011,1,27,0,3,Downtrend,Downtrend
23528.6,23632.45,23318.3,23482.15,0,1,2025,2,1,0,5,Sideways,Sideways
5058.95,5074.0,5010.14,5062.25,0,2,2009,11,17,0,1,Uptrend,Uptrend
11513.1,11525.9,11423.35,11472.25,0,2,2020,8,25,0,1,Uptrend,Uptrend
1130.8,1133.5,1116.65,1118.75,0,0,2002,4,16,0,1,Downtrend,Downtrend
15073.25,15188.5,15065.4,15173.3,0,2,2021,2,11,0,3,Uptrend,Uptrend
5547.2,5574.7,5525.0,5565.05,0,2,2011,5,11,0,2,Uptrend,Uptrend
2053.05,2057.5,2024.8,2031.2,0,0,2005,4,8,0,4,Downtrend,Downtrend
5062.64,5348.7,5000.95,5327.25,0,2,2007,10,9,0,1,Uptrend,Uptrend
5941.1,5981.6,5910.25,5919.45,0,0,2013,6,4,0,1,Downtrend,Downtrend
5209.6,5216.39,5196.35,5209.0,0,1,2012,4,28,0,5,Sideways,Sideways
2129.1,2152.75,2129.1,2148.15,0,2,2005,3,4,0,4,Uptrend,Uptrend
23822.45,23873.6,23509.6,23559.05,0,0,2024,11,13,0,2,Downtrend,Downtrend
18113.8,18116.35,18042.4,18089.85,0,0,2023,5,3,0,2,Downtrend,Downtrend
19521.6,19556.85,19257.85,19281.75,0,0,2023,10,23,0,0,Downtrend,Downtrend
11006.95,11078.3,10999.65,11023.2,0,2,2018,7,12,0,3,Uptrend,Uptrend
1033.84,1037.7,1017.35,1020.0,0,0,2001,12,27,0,3,Downtrend,Downtrend
1000.7,1008.8,990.85,1006.95,0,1,2002,9,4,0,2,Sideways,Sideways
4351.14,4351.14,4225.5,4266.39,0,0,2008,6,23,0,0,Downtrend,Downtrend
1025.55,1033.7,1022.05,1030.55,0,2,2003,3,21,0,4,Uptrend,Uptrend
1049.4,1068.9,1049.4,1057.8,0,2,2002,6,28,0,4,Uptrend,Uptrend
12271.0,12311.2,12213.2,12256.8,0,2,2020,1,10,0,4,Uptrend,Uptrend
17566.1,17566.1,17442.8,17534.75,0,2,2022,8,10,0,2,Uptrend,Uptrend
16385.7,16543.59,16376.3,16529.09,0,2,2021,8,13,0,4,Uptrend,Uptrend
1548.7,1562.85,1513.75,1520.8,0,0,2003,10,14,0,1,Downtrend,Downtrend
11609.3,11617.35,11540.6,11559.25,0,2,2020,8,27,0,3,Uptrend,Uptrend
11186.65,11231.9,11142.05,11214.05,0,2,2020,8,7,0,4,Uptrend,Uptrend
1506.05,1533.05,1506.05,1521.9,0,2,2003,10,25,0,5,Uptrend,Uptrend
910.2,910.35,873.7,898.8,0,0,2001,9,20,0,3,Downtrend,Downtrend
21989.9,22080.95,21941.3,22011.95,0,2,2024,3,21,0,3,Uptrend,Uptrend
6187.95,6209.15,6149.9,6160.95,0,0,2013,12,4,0,2,Downtrend,Downtrend
8697.5,8698.75,8636.7,8659.1,0,1,2016,10,19,0,2,Sideways,Sideways
8572.79,8601.15,8540.04,8592.15,0,1,2016,8,11,0,3,Sideways,Sideways
5096.7,5124.45,5040.7,5054.1,0,1,2012,6,11,0,0,Sideways,Sideways
7841.9,7906.95,7817.8,7856.55,0,2,2015,11,20,0,4,Uptrend,Uptrend
12147.75,12150.3,12010.6,12035.8,0,0,2020,1,30,0,3,Downtrend,Downtrend
11120.85,11121.1,11033.9,11049.65,0,0,2018,1,30,0,1,Downtrend,Downtrend
22720.25,22775.7,22673.7,22753.8,0,2,2024,4,10,0,2,Uptrend,Uptrend
1044.45,1047.05,1034.09,1036.0,0,0,2003,2,14,0,4,Downtrend,Downtrend
4999.14,5117.7,4999.14,5111.7,0,2,2008,4,25,0,4,Uptrend,Uptrend
22371.25,22416.9,22269.15,22356.3,0,0,2024,3,5,0,1,Downtrend,Downtrend
21185.25,21482.35,21137.2,21453.95,0,1,2024,1,24,0,2,Sideways,Sideways
6057.1,6080.65,6038.3,6073.3,0,2,2014,2,17,0,0,Uptrend,Uptrend
17796.25,17805.25,17280.45,17416.55,0,0,2021,11,22,0,0,Downtrend,Downtrend
4358.25,4386.45,4342.0,4359.3,0,2,2007,7,4,0,2,Uptrend,Uptrend
1858.25,1872.85,1831.15,1852.65,0,0,2004,2,20,0,4,Downtrend,Downtrend
24233.3,24449.6,24220.0,24414.4,0,1,2025,5,7,0,2,Sideways,Sideways
5943.15,5969.5,5922.95,5932.95,0,2,2013,2,13,0,2,Uptrend,Uptrend
10568.3,10637.8,10489.75,10628.6,0,1,2018,11,26,0,0,Sideways,Sideways
5628.6,5643.35,5608.0,5627.75,0,2,2012,11,22,0,3,Uptrend,Uptrend
7869.5,7877.5,7825.2,7849.25,0,2,2015,11,23,0,0,Uptrend,Uptrend
8260.29,8268.25,8220.54,8248.25,0,1,2014,12,30,0,1,Sideways,Sideways
2212.94,2248.69,2212.94,2234.0,0,2,2005,7,18,0,0,Uptrend,Uptrend
4211.85,4249.5,4155.85,4238.5,0,1,2009,5,22,0,4,Sideways,Sideways
4500.35,4573.0,4496.2,4562.1,0,2,2007,7,19,0,3,Uptrend,Uptrend
2923.75,3017.65,2923.75,2994.75,0,2,2006,6,22,0,3,Uptrend,Uptrend
10361.04,10407.15,10340.2,10399.55,0,2,2017,11,27,0,0,Uptrend,Uptrend
8258.35,8294.4,8217.15,8251.7,0,0,2015,10,21,0,2,Downtrend,Downtrend
1329.3,1351.85,1329.3,1348.0,0,2,2001,1,22,0,0,Uptrend,Uptrend
18774.45,18794.1,18669.05,18688.1,0,0,2023,6,15,0,3,Downtrend,Downtrend
3990.2,3997.55,3777.3,3850.05,0,0,2008,9,29,0,0,Downtrend,Downtrend
7639.55,7694.8,7622.05,7683.65,0,1,2014,8,4,0,0,Sideways,Sideways
23383.55,23390.05,22986.65,23071.8,0,0,2025,2,11,0,1,Downtrend,Downtrend
10804.85,10835.95,10750.15,10771.8,0,2,2019,1,7,0,0,Uptrend,Uptrend
17208.3,17373.5,17077.09,17101.95,0,1,2022,1,28,0,4,Sideways,Sideways
11154.1,11317.75,11151.4,11300.55,0,2,2020,7,28,0,1,Uptrend,Uptrend
10668.6,10713.3,10630.25,10699.9,0,1,2018,7,3,0,1,Sideways,Sideways
3264.65,3292.15,3247.25,3262.3,0,2,2006,3,21,0,1,Uptrend,Uptrend
5354.15,5382.15,5324.9,5339.7,0,1,2010,4,12,0,0,Sideways,Sideways
12223.4,12268.35,12191.15,12259.7,0,2,2019,12,19,0,3,Uptrend,Uptrend
11474.95,11478.75,11419.65,11429.5,0,0,2018,8,10,0,4,Downtrend,Downtrend
19539.45,19588.95,19480.5,19512.35,0,0,2023,10,9,0,0,Downtrend,Downtrend
12261.1,12265.6,12191.35,12226.65,0,0,2020,1,3,0,4,Downtrend,Downtrend
7967.4,7992.0,7834.45,7847.25,0,0,2016,4,28,0,3,Downtrend,Downtrend
5037.05,5074.25,4994.05,5049.3,0,2,2008,4,22,0,1,Uptrend,Uptrend
16518.4,16589.4,16480.75,16563.05,0,2,2021,8,16,0,0,Uptrend,Uptrend
5884.8,5893.85,5842.25,5851.2,0,0,2013,3,13,0,2,Downtrend,Downtrend
5937.95,6013.15,5880.3,5913.2,0,1,2008,1,17,0,3,Sideways,Sideways
17396.55,17442.9,17235.85,17304.6,0,0,2022,2,17,0,3,Downtrend,Downtrend
4819.39,4856.14,4791.55,4829.55,0,2,2009,9,11,0,4,Uptrend,Uptrend
5908.05,5981.8,5893.8,5907.65,0,2,2007,11,19,0,0,Uptrend,Uptrend
4075.2,4140.25,4075.2,4109.05,0,2,2007,1,18,0,3,Uptrend,Uptrend
18294.8,18392.6,18262.95,18285.4,0,0,2023,5,24,0,2,Downtrend,Downtrend
2526.19,2695.95,2526.19,2684.6,0,2,2008,10,28,0,1,Uptrend,Uptrend
5900.05,5972.7,5871.3,5881.0,0,1,2013,6,7,0,4,Sideways,Sideways
5436.1,5447.85,5386.25,5397.55,0,0,2010,7,28,0,2,Downtrend,Downtrend
941.6,941.65,935.8,937.85,0,0,2003,5,9,0,4,Downtrend,Downtrend
8413.35,8475.25,8407.04,8467.9,0,2,2016,7,11,0,0,Uptrend,Uptrend
7823.15,7843.4,7725.05,7731.8,0,0,2015,11,18,0,2,Downtrend,Downtrend
8502.6,8526.6,8479.2,8521.05,0,2,2016,7,12,0,1,Uptrend,Uptrend
4155.2,4161.8,4102.95,4113.05,0,0,2007,6,13,0,2,Downtrend,Downtrend
23801.75,23807.3,23680.45,23696.3,0,1,2025,2,5,0,2,Sideways,Sideways
1287.5,1296.75,1275.95,1280.4,0,0,2001,1,11,0,3,Downtrend,Downtrend
7741.0,7749.4,7587.7,7615.1,0,0,2016,3,28,0,0,Downtrend,Downtrend
5846.9,5886.1,5839.15,5879.6,0,1,2012,12,14,0,4,Sideways,Sideways
22960.45,23137.95,22857.65,22957.25,0,2,2025,1,28,0,1,Uptrend,Uptrend
7669.25,7717.4,7663.35,7708.95,0,2,2016,4,12,0,1,Uptrend,Uptrend
9663.95,9678.55,9630.54,9663.9,0,1,2017,6,7,0,2,Sideways,Sideways
16562.8,16588.0,16490.95,16520.85,0,2,2022,7,20,0,2,Uptrend,Uptrend
1001.5,1006.4,994.2,999.65,0,0,2003,3,13,0,3,Downtrend,Downtrend
5387.85,5399.15,5346.65,5350.25,0,0,2012,8,27,0,0,Downtrend,Downtrend
24184.4,24196.5,24099.7,24143.75,0,1,2024,8,14,0,2,Sideways,Sideways
8201.15,8250.79,8195.65,8224.9,0,2,2015,6,19,0,4,Uptrend,Uptrend
1001.4,1001.4,989.85,992.0,0,0,2002,9,13,0,4,Downtrend,Downtrend
4335.2,4345.05,4283.3,4337.5,0,1,2008,8,26,0,1,Sideways,Sideways
1415.85,1422.95,1376.15,1381.35,0,0,2001,2,16,0,4,Downtrend,Downtrend
2057.3,2081.85,2051.19,2060.9,0,2,2005,2,25,0,4,Uptrend,Uptrend
1304.84,1316.45,1259.09,1271.45,0,0,2001,3,5,0,0,Downtrend,Downtrend
13062.2,13128.4,12962.8,13109.05,0,2,2020,12,1,0,1,Uptrend,Uptrend
4092.2,4168.14,4072.75,4159.5,0,2,2008,7,21,0,0,Uptrend,Uptrend
3183.45,3187.5,3107.9,3116.7,0,0,2006,3,8,0,2,Downtrend,Downtrend
7701.65,7722.1,7674.0,7684.2,0,2,2014,7,21,0,0,Uptrend,Uptrend
22460.3,22468.7,22353.25,22399.15,0,1,2025,4,9,0,2,Sideways,Sideways
2913.35,2927.25,2898.25,2910.1,0,2,2006,1,9,0,0,Uptrend,Uptrend
11827.6,11827.95,11705.1,11724.1,0,1,2019,6,21,0,4,Sideways,Sideways
11259.8,11401.7,11253.15,11385.35,0,2,2020,8,18,0,1,Uptrend,Uptrend
11340.1,11380.75,11250.2,11369.9,0,1,2018,9,12,0,2,Sideways,Sideways
10822.9,10831.05,10753.05,10762.45,0,1,2018,6,25,0,0,Sideways,Sideways
1148.09,1148.09,1094.34,1138.09,0,0,2001,4,2,0,0,Downtrend,Downtrend
4136.25,4163.0,4021.7,4040.55,0,0,2008,6,30,0,0,Downtrend,Downtrend
17905.8,17924.9,17800.3,17826.7,0,0,2023,2,21,0,1,Downtrend,Downtrend
18665.6,18738.95,18636.0,18726.4,0,2,2023,6,7,0,2,Uptrend,Uptrend
10881.2,10939.7,10751.2,10806.65,0,1,2019,2,27,0,2,Sideways,Sideways
1598.55,1618.95,1598.55,1615.2,0,2,2003,11,28,0,4,Uptrend,Uptrend
1076.15,1082.3,1067.65,1070.8,0,0,2001,11,28,0,2,Downtrend,Downtrend
3717.45,3781.45,3713.9,3734.6,0,1,2007,3,12,0,0,Sideways,Sideways
25089.5,25245.2,25088.45,25195.8,0,2,2025,7,15,0,1,Uptrend,Uptrend
5901.3,5907.25,5740.95,5762.85,0,0,2011,1,10,0,0,Downtrend,Downtrend
19784.0,19795.6,19704.6,19733.55,0,1,2023,8,1,0,1,Sideways,Sideways
872.15,910.35,868.5,900.2,0,1,2001,9,18,0,1,Sideways,Sideways
5778.8,5790.05,5530.85,5561.05,0,0,2007,11,21,0,2,Downtrend,Downtrend
8607.1,8624.85,8550.25,8615.25,0,2,2016,10,27,0,3,Uptrend,Uptrend
25843.2,26005.95,25827.0,25966.05,0,2,2025,10,27,0,0,Uptrend,Uptrend
8499.45,8612.6,8493.95,8602.75,0,2,2017,1,25,0,2,Uptrend,Uptrend
17387.65,17532.7,17386.9,17519.45,0,2,2021,9,15,0,2,Uptrend,Uptrend
5216.75,5217.0,5162.39,5204.7,0,2,2012,1,27,0,4,Uptrend,Uptrend
7830.45,7871.45,7826.1,7865.95,0,2,2015,12,23,0,2,Uptrend,Uptrend
3007.15,3038.25,2967.95,2993.65,0,0,2006,7,18,0,1,Downtrend,Downtrend
7637.95,7650.1,7551.65,7585.0,0,0,2014,7,9,0,2,Downtrend,Downtrend
1747.35,1766.15,1739.5,1762.05,0,2,2004,3,29,0,0,Uptrend,Uptrend
3114.7,3198.35,3012.95,3177.7,0,1,2006,5,25,0,3,Sideways,Sideways
4239.55,4256.05,4092.25,4116.7,0,0,2009,5,26,0,1,Downtrend,Downtrend
5402.0,5453.45,5371.7,5386.15,0,1,2010,7,14,0,2,Sideways,Sideways
5448.1,5449.8,5268.15,5281.2,0,0,2012,2,27,0,0,Downtrend,Downtrend
8318.04,8376.79,8317.0,8355.65,0,1,2014,12,10,0,2,Sideways,Sideways
9232.35,9343.6,9170.15,9313.9,0,2,2020,4,23,0,3,Uptrend,Uptrend
9242.5,9246.4,9161.79,9203.45,0,0,2017,4,12,0,2,Downtrend,Downtrend
10645.1,10659.15,10603.6,10637.0,0,2,2018,1,9,0,1,Uptrend,Uptrend
8009.25,8043.6,7947.95,7971.3,0,0,2015,8,31,0,0,Downtrend,Downtrend
25181.9,25485.05,24966.8,25014.6,0,0,2024,10,4,0,4,Downtrend,Downtrend
3697.7,3771.2,3680.6,3764.55,0,2,2007,3,21,0,2,Uptrend,Uptrend
17463.1,17490.7,17161.25,17382.0,0,0,2022,8,4,0,3,Downtrend,Downtrend
4626.45,4626.45,4411.6,4500.95,0,0,2008,6,9,0,0,Downtrend,Downtrend
1020.9,1030.34,1017.5,1026.2,0,2,2002,11,25,0,0,Uptrend,Uptrend
7945.7,8159.25,7583.6,7610.25,0,0,2020,3,23,0,0,Downtrend,Downtrend
10291.79,10355.65,10271.85,10343.8,0,2,2017,10,26,0,3,Uptrend,Uptrend
18398.25,18442.15,18344.15,18409.65,0,2,2022,11,16,0,2,Uptrend,Uptrend
7717.3,7757.1,7695.7,7739.55,0,2,2014,8,13,0,2,Uptrend,Uptrend
1187.5,1192.75,1164.55,1167.84,0,0,2002,3,11,0,0,Downtrend,Downtrend
1169.4,1170.8,1150.3,1152.15,0,0,2002,3,19,0,1,Downtrend,Downtrend
4827.89,4845.6,4783.89,4801.95,0,2,2010,2,15,0,0,Uptrend,Uptrend
21434.8,21482.8,21365.35,21418.65,0,1,2023,12,18,0,0,Sideways,Sideways
4318.39,4346.75,4305.45,4313.75,0,2,2007,7,2,0,0,Uptrend,Uptrend
2690.85,2740.35,2633.8,2708.25,0,2,2008,11,24,0,0,Uptrend,Uptrend
16545.25,16628.55,16495.4,16614.59,0,2,2021,8,17,0,1,Uptrend,Uptrend
1247.0,1260.34,1243.4,1247.75,0,2,2003,8,14,0,3,Uptrend,Uptrend
17031.75,17061.75,16913.75,16951.7,0,0,2023,3,28,0,1,Downtrend,Downtrend
5358.65,5460.25,5318.9,5448.1,0,1,2013,9,4,0,2,Sideways,Sideways
8230.04,8346.0,8220.45,8331.9,0,2,2015,5,4,0,0,Uptrend,Uptrend
1082.5,1086.34,1057.09,1060.75,0,0,2001,12,19,0,2,Downtrend,Downtrend
